gvkey,year,name,ebit,mkvalt,sic,capx,ni,ibc,dp,at,dltt,dlc,seq,xrd,icapt,sale,sic2
32751,2019,INDSTRL LGST PRPT TRST,103.517,1461.358,6798,0,52.498,52.498,,2454.901,1357.858,48.75,995.69,,2353.548,230.643,67
32755,2019,MNLF MLFC CD SMID CP IDX ETF,,,6722,,,,,,,,,,,,67
32756,2019,MNLF MLTFC US SM CP IDX ETF,,,6722,,,,,,,,,,,,67
32763,2019,LUTHER BURBANK CORP,86.298,645.68,6020,2.261,48.861,48.861,2.618,7045.828,1083.475,51.5,614.464,,1697.939,271.817,60
32763,2019,LUTHER BURBANK CORP,,645.68,6020,,,,2.618,7045.828,1083.475,51.5,614.464,,1697.939,,60
32764,2019,HRZNS ROBTCS & ATMTN IDX ETF,,,6722,,,,,,,,,,,,67
32765,2019,AAM S&P 500 HIGH DIV VAL ETF,,,6722,,,,,,,,,,,,67
32766,2019,AAM S&P EMRG MRKT HI DIV ETF,,,6722,,,,,,,,,,,,67
32767,2019,EQUITABLE HOLDINGS INC,-1559,11490.7586,6311,0,-1733,-1436,96,249870,4994,0,13535,,20485,9591,63
32771,2019,WILLSCOT MOBILE MINI HOLDING,156.521,2012.0633,6512,213.446,-11.122,-11.543,187.074,2897.649,1751.018,29.133,644.365,,2459.973,1063.665,65
32772,2019,INVESCO HIGH INCOME FUND,,,6722,,,,,,,,,,,,67
32775,2019,DENALI THERAPEUTCS INC,-211.684,1675.6298,2836,17.919,-197.614,-197.614,7.991,553.231,68.865,3.665,394.89,193.382,463.755,26.678,28
32776,2019,DESJARDINS EM MLTF-CNTRL ETF,,,6722,,,,,,,,,,,,67
32777,2019,EXEMPLAR INVEST GRD FUND ETF,,,6722,,,,,,,,,,,,67
32779,2019,JPMORGAN EVENT DRIVEN ETF,,,6722,,,,,,,,,,,,67
32780,2019,USCF SUMMERHAVN SHPEN IDX FD,,,6722,,,,,,,,,,,,67
32781,2019,USCF SUMMRHAVEN SHPEI IDX FD,,,6722,,,,,,,,,,,,67
32786,2019,ARK IRL INNVTIVE TCHNLGY ETF,,,6722,,,,,,,,,,,,67
32792,2019,QUANTERIX CORP,-38.322,664.2866,3845,10.847,-40.796,-40.796,3.009,169.951,7.587,0.075,128.658,16.19,136.245,56.734,38
32795,2019,ODONATE THERAPEUTICS,-114.93,1040.055,2834,0.166,-111.825,-111.825,0.381,188.827,1.748,0.315,162.3,104.034,164.048,0,28
32799,2019,NEO PERFORMANCE MATERLAS INC,36.589,,1400,11.209,22.92,23.075,17.997,531.231,2.953,1.714,424.636,14.326,431.586,407.464,14
32800,2019,ROOTS CORP,-8.41,78.7719,5600,22.32,-62.029,-62.029,39.312,440.774,209.118,38.779,150.506,0,359.624,329.865,56
32804,2019,SELECT INTERIOR CONCEPTS INC,22.434,225.7029,7389,9.169,6.984,6.984,24.157,420.275,170.077,14.144,161.275,,331.352,610.373,73
32805,2019,JPMORGAN MNGD FUT STRTGY ETF,,,6722,,,,,,,,,,,,67
32809,2019,APOLLO MEDICAL HOLDING INC,34.414,661.0663,8090,1.042,14.117,17.673,18.28,728.713,243.961,12.593,191.549,0,605.02,560.618,80
32813,2019,PACER WEALTH SHIELD ETF,,,6722,,,,,,,,,,,,67
32819,2019,DOGNESS (INTL) CORP,0.639,74.7878,3990,16.729,1.421,1.403,1.467,69.024,0,2.914,60.834,0.673,60.952,26.217,39
32820,2019,ADVISORSHARES VICE ETF,,,6722,,,,,,,,,,,,67
32821,2019,IQ CHAIKIN US LARGE CAP ETF,,,6722,,,,,,,,,,,,67
32822,2019,FARMMI INC,3.036,19.6404,100,0.052,-0.307,-0.311,0.047,30.483,0,4.328,21.499,,22.338,30.842,1
32838,2019,PACER AMERICAN ENRGY IND ETF,,,6722,,,,,,,,,,,,67
32843,2019,CORPORACION AMER ARPRT,272.277,960.132,4581,17.117,9.099,-5.82,182.189,3882.243,1039.004,178.267,763.889,,2237.618,1558.64,45
32845,2019,HARTFORD MUNICIPAL OPPS ETF,,,6722,,,,,,,,,,,,67
32846,2019,PROCESSA PHARMACEUTICALS INC,-3.926,98.748,2836,0,-3.358,-3.358,0.803,10.883,0.147,0.881,8.012,2.321,8.159,0,28
32851,2019,ONE STOP SYSTEMS INC,0.919,32.5664,3571,2.386,-0.9,-0.9,1.655,39.778,0.349,1.939,28.765,4.844,29.115,58.309,35
32852,2019,AKUMIN INC,45.739,255.5133,8071,12.448,6.451,8.651,28.271,663.384,463.521,14.647,138.692,,605.117,247.436,80
32855,2019,AVAYA HLDGS CORP,216,1135.8676,7372,113,-671,-671,443,6950,3111,40,1300,206,4411,2887,73
32858,2019,ELOXX PHARMACEUTICALS INC,-50.555,294.6282,2836,0.04,-50.874,-50.874,0.087,58.947,10.927,4.835,36.213,25.842,47.14,0,28
32860,2019,VIEMED HEALTHCARE,9.22,235.3086,8090,13.385,8.525,8.525,6.4,82.596,10.668,8.843,43.699,0.848,54.367,80.256,80
32861,2019,EYENOVIA INC,-21.309,76.6125,2836,0.167,-21.157,-21.157,0.015,14.698,0,0,11.741,14.103,11.741,0,28
32867,2019,INNOVATOR IBD ETF LEADRS ETF,,,6722,,,,,,,,,,,,67
32868,2019,WSDMTR ICBCCS S&P CHN 500 FD,,,6722,,,,,,,,,,,,67
32869,2019,WISDOMTREE BALANCED INC FD,,,6722,,,,,,,,,,,,67
32871,2019,SAILFISH ROYALTY CORP,-3.112,40.4851,6795,0,-3.432,-3.432,0.177,50.301,11.236,0.062,38.613,,49.849,0.124,67
32876,2019,GRDN PNTE ACQSTON CRP,-1.416,152.6684,9995,0,0.82,0.82,0,117.309,3.018,0,109.309,,112.327,0,99
32878,2019,GOLDEN BULL LTD,-9.55,,7370,0.11,-9.47,-9.676,0.03,4.517,0,0,3.835,0.137,4.087,4.588,73
32879,2019,HUDSON LTD,168.9,1417.9222,5990,57.6,12.7,46.3,359.4,2846.8,1601.2,291.7,579.6,0,2260,1953.7,59
32881,2019,SPDR KENSHO INTLGNT STRC ETF,,,6722,,,,,,,,,,,,67
32882,2019,SPDR KENSHO FUTR SECURTY ETF,,,6722,,,,,,,,,,,,67
32883,2019,SPDR KENSHO SMART MOBLTY ETF,,,6722,,,,,,,,,,,,67
32884,2019,PAGSEGURO DIGITAL LTD,-50.832,11215.9578,7374,81.681,339.732,340.087,31.93,3627.757,0,0,1988.382,,1993.951,883.239,73
32886,2019,GATES INDUSTRIAL CORP PLC,366.4,3992.5603,3560,72.1,690.1,694.7,222.2,7411.3,3028.5,65.9,2651,67.9,6039.2,3087.1,35
32888,2019,NTXS LMS SYLS SH DUR INC ETF,,,6722,,,,,,,,,,,,67
32889,2019,MENLO THERAPEUTICS INC -OLD,-73.242,113.2299,2836,0.011,-73.703,-73.703,0.056,79.169,0,0.7,68.508,53.761,68.508,0,28
32890,2019,ALPS DISRUPTIVE TECHNLG ETF,,,6722,,,,,,,,,,,,67
32891,2019,ARROW DWA COUNTRY ROTATN ETF,,,6722,,,,,,,,,,,,67
32892,2019,AFFINITY WRLD LDRS EQTY ETF,,,6722,,,,,,,,,,,,67
32894,2019,SOLID BIOSCIENCES INC,-119.318,204.6466,2836,4.387,-117.223,-117.223,2.824,103.471,5.147,1.922,80.048,94.737,85.195,0,28
32897,2019,SOL GEL TECHNOLOGS LTD,-25.95,349.9115,2834,0.597,-24.609,-24.609,0.887,61.301,1.373,0.672,52.465,40.578,53.838,22.904,28
32898,2019,NEBULA ACQUISITON CORP,-2.249,362.3125,9995,0,2.594,2.594,0,282.667,0,0,272.119,,272.119,0,99
32899,2019,RESTORBIO INC,-84.875,54.3031,2836,0.271,-82.739,-82.739,0.125,93.912,0,0,81.698,73.634,81.698,0,28
32901,2019,SELLAS LIFE SCIENCES GROUP I,-17.208,21.844,2836,0,-19.292,-19.292,0,16.609,0,0.217,6.093,10.118,6.093,0,28
32903,2019,ARROW DOGS OF THE WORLD ETF,,,6722,,,,,,,,,,,,67
32908,2019,ROCKET PHARMACEUTICALS INC,-76.151,1246.5424,2836,23.269,-77.27,-77.27,0.426,372.121,46.492,0.957,307.297,58.623,353.789,0,28
32919,2019,EVOLUS INC,-94.787,408.4617,2834,0.345,-90.034,-90.034,4.132,240.442,95.346,1.2,79.457,3.973,174.803,34.925,28
32922,2019,ALLEGIANT GOLD LTD,-2.04,5.8752,1040,2.521,-2.385,-2.385,0,25.431,1.331,0,24.059,,25.39,0,10
32924,2019,XTRCKRS SHRT DURTN HG ETF,,,6722,,,,,,,,,,,,67
32927,2019,XTRACKERS LOW BETA HIGH YIEL,,,6722,,,,,,,,,,,,67
32928,2019,XTRACKERS HGH BT HGH ETF,,,6722,,,,,,,,,,,,67
32930,2019,ADT INC,339.759,5976.2225,7381,701.151,-424.15,-424.15,1989.082,16083.652,9734.225,87.794,3184.369,,12918.594,5125.657,73
32934,2019,GRANITESHRS PLTNM TRST ETF,,,6722,,,,,,,,,,,,67
32935,2019,CARDLYTICS INC,-17.325,1668.7444,7370,8.277,-17.144,-17.144,4.535,224.313,0.013,0.024,143.267,11.699,143.28,210.43,73
32936,2019,HUAMI CORP -ADS,87.101,,3829,4.923,82.607,82.345,2.472,743.177,10.967,5.024,359.148,61.873,369.661,834.734,38
32938,2019,CACTUS INC,183.15,1618.4969,3533,59.703,85.612,156.303,38.854,834.964,24.193,13.472,327.466,,540.588,628.414,35
32940,2019,CRESCENT ACQ CORP,-0.527,313.125,9995,0,2.75,2.75,0,254.804,0,0,245.114,,245.114,0,99
32941,2019,BIOXCEL THERAPEUTICS,-33.601,264.2511,2836,0.87,-32.968,-32.968,0.156,36.392,1.029,0.164,26.895,25.797,27.924,0,28
32943,2019,AMERICAN CENTRY DIV CORP ETF,,,6722,,,,,,,,,,,,67
32944,2019,AMRCN CNTRY STOXX US VAL ETF,,,6722,,,,,,,,,,,,67
32945,2019,FIDELITY INT VLU FCTR ETF,,,6722,,,,,,,,,,,,67
32946,2019,MUDRICK CPTL AQSTN CRP,-0.876,277.1861,9995,0,2.611,2.611,0,215.694,0,0,208.079,,208.079,0,99
32952,2019,AMPLIFY TRNSFRMTNL DT SH ETF,,,6722,,,,,,,,,,,,67
32953,2019,REALITY SHARES NASDAQ NEXTGE,,,6722,,,,,,,,,,,,67
32954,2019,NASDAQ 7HANDL INDEX ETF,,,6722,,,,,,,,,,,,67
32961,2019,EVOFEM BIOSCIENCES INC,-52.742,297.0115,2834,0.164,-80.033,-80.033,0.263,28.295,0,0.197,15.636,22.23,15.636,0,28
32964,2019,FIDELITY INTL HGH DIV ETF,,,6722,,,,,,,,,,,,67
32978,2019,LEO HOLDINGS CORP,-5.426,258.5,9995,0,-1.317,-1.317,0,207.231,0,0.387,195.349,,195.349,0,99
32980,2019,AMERICOLD REALTY TRUST,148.828,6724.508,6798,0,48.162,48.162,,4170.683,1931.967,0,1833.018,,3764.985,1789.88,67
32982,2019,KRANESHARES ELT VHL AND FTR,,,6722,,,,,,,,,,,,67
32984,2019,NEUBASE THERAPEUTICS INC,-25.451,85.2192,2836,0.455,-26.958,-26.958,0.128,12.531,0,0.123,10.029,17.24,10.029,0,28
33003,2019,MACKENZIE EM MKTS BOND INDEX,,,6722,,,,,,,,,,,,67
33004,2019,MACKENZIE INTRNTNL EQ IN ETF,,,6722,,,,,,,,,,,,67
33005,2019,MACKNZ CN LRG CAP EQ IND ETF,,,6722,,,,,,,,,,,,67
33006,2019,MACKENZIE US LRG CP EQTY ETF,,,6722,,,,,,,,,,,,67
33007,2019,MACKENZIE CAN EQTY IND ETF,,,6722,,,,,,,,,,,,67
33008,2019,MACKNZ US HGH YLD BND IN ETF,,,6722,,,,,,,,,,,,67
33009,2019,JPMORGAN LONG SHORT ETF,,,6722,,,,,,,,,,,,67
33010,2019,FRST TRST INDX INVTV TRNS PR,,,6722,,,,,,,,,,,,67
33011,2019,IMAGE CHAIN GROUP LTD INC,-2.916,51.3423,9995,0,-2.916,-2.916,0,0,0,0,-0.767,,-0.767,0,99
33026,2019,FRANKLIN LIBERTY CR BLNC ETF,,,6722,,,,,,,,,,,,67
33027,2019,FRANKL LBRTQT EMRG MR IN ETF,,,6722,,,,,,,,,,,,67
33028,2019,FRANKL LIB GLOBL DVNT IN ETF,,,6722,,,,,,,,,,,,67
33032,2019,MACKENZIE INTRNATL EQTY ETF,,,6722,,,,,,,,,,,,67
33033,2019,MACKENZI US LRG CP EQTY ETF,,,6722,,,,,,,,,,,,67
33034,2019,MACKENZ CAN SHRT TRM BND ETF,,,6722,,,,,,,,,,,,67
33035,2019,MACKENZ US INVST GRD CRP BND,,,6722,,,,,,,,,,,,67
33036,2019,MACKENZIE CAN AGRT BND ETF,,,6722,,,,,,,,,,,,67
33037,2019,ZSCALER INC,-21.934,10723.6103,7370,28.682,-28.655,-28.655,11.306,604.162,0,0,308.558,61.969,308.558,302.836,73
33040,2019,JP MORGAN USD EMRNG MKT ETF,,,6722,,,,,,,,,,,,67
33041,2019,INNOVATION SHR NXTGN PRT ETF,,,6722,,,,,,,,,,,,67
33042,2019,MOTLEY FOOL 100 INDEX ETF,,,6722,,,,,,,,,,,,67
33047,2019,DROPCAR INC,-2.477,3.5746,7500,0,-4.902,-2.477,0,5.257,0,0,2.868,0,2.868,0,75
33048,2019,9 METERS BIOPHARMA INC,-23.883,21.9932,2836,0.012,-27.049,-27.049,0.022,5.297,0,3.228,-9.614,13.716,-9.614,0,28
33051,2019,PINNACLE RENEWABLE ENRGY INC,6.748,329.515,1389,61.032,-10.807,-9.974,40.615,629.911,322.165,43.598,163.253,,530.882,377.808,13
33056,2019,COLUMBIA FINANCIAL INC,93.23,1856.7934,6035,19.344,54.717,54.717,5.102,8188.694,402.883,1004.139,982.517,,1385.4,291.704,60
33056,2019,COLUMBIA FINANCIAL INC,,1856.7934,6035,,,,5.102,8188.694,402.883,1004.139,982.517,,1385.4,,60
33059,2019,US EQUTY EX DVDT FND SR 2027,,,6722,,,,,,,,,,,,67
33060,2019,US EQ CMLTV DVDN FND SR 2027,,,6722,,,,,,,,,,,,67
33061,2019,VANGUARD BAL ETF PRFLIO UNIT,,,6722,,,,,,,,,,,,67
33062,2019,VANGUARD GROW ETF PRTFL UNIT,,,6722,,,,,,,,,,,,67
33063,2019,VANGUARD CNSRV ETF PORT UNIT,,,6722,,,,,,,,,,,,67
33065,2019,CBOE RSSLL 2000 PTWRT FD ETF,,,6722,,,,,,,,,,,,67
33066,2019,COLONY CREDIT REAL ESTAT INC,-210.606,1691.5732,6798,0,-414.512,-462.648,,7414.306,4976.907,0,2119.022,,7178.257,588.602,67
33067,2019,FTS INTERNATIONAL INC,18.6,111.3913,1389,54.4,-72.9,-72.9,90,639.3,470.8,14.3,37.7,,508.5,776.6,13
33068,2019,PURPLE INNOVATION INC,16.214,469.3645,2510,10.459,-4.027,-12.379,4.308,147.724,35.8,0.087,-2.354,3.864,31.068,428.358,25
33072,2019,FRANKLN FTS SWTZRLND ETF,,,6722,,,,,,,,,,,,67
33077,2019,HARVEST US BNK LDRS INCM ETF,,,6722,,,,,,,,,,,,67
33078,2019,HARVEST GLOB RSRCE LDRS ETF,,,6722,,,,,,,,,,,,67
33081,2019,CODE CHAIN NEW CONTINENT LTD,-0.29,24.9864,3559,0,-16.826,-0.414,0.114,22.448,0.062,0.061,5.962,0,6.024,19.584,35
33083,2019,BLOCKCHN TEHNLGS ETF,,,6722,,,,,,,,,,,,67
33087,2019,FRANKLIN FT ASIA EX JPN ETF,,,6722,,,,,,,,,,,,67
33088,2019,FRANKLIN FTSE RUSSIA ETF,,,6722,,,,,,,,,,,,67
33089,2019,FRANKLIN FTSE INDIA ETF,,,6722,,,,,,,,,,,,67
33091,2019,IDEANOMICS NEXTGEN VEH & TEC,,,6722,,,,,,,,,,,,67
33097,2019,EVOLVE MARIJUANA FUND,,,6722,,,,,,,,,,,,67
33103,2019,GRAPHENE & SOLAR TECHNOLOGIE,-1.148,32.1246,1400,0,-1.247,-1.247,0.017,0.147,0,0.161,-0.982,,-0.982,0,14
33114,2019,VAXART INC,-10.865,16.9134,2836,0.85,-18.645,-18.645,2.824,37.032,1.472,0.841,12.952,14.54,14.424,9.862,28
33117,2019,VANGURD U.S. MNTUM FCT ETF,,,6722,,,,,,,,,,,,67
33118,2019,VANGURD U.S. VLU FCTR ETF,,,6722,,,,,,,,,,,,67
33119,2019,VANGURD U.S. LQUDTY FCT,,,6722,,,,,,,,,,,,67
33120,2019,VANGURD U.S. MULTFCTR ETF,,,6722,,,,,,,,,,,,67
33121,2019,VANGURD U.S. MIN VLTY ETF,,,6722,,,,,,,,,,,,67
33122,2019,VANGURD U.S. QULTY FCTR ETF,,,6722,,,,,,,,,,,,67
33124,2019,PORTFOLIOPLUS DEVELOPED MKTS,,,6722,,,,,,,,,,,,67
33125,2019,PORTFOLIOPLUS S&P MID CAP,,,6722,,,,,,,,,,,,67
33126,2019,PORTFOLIOPLUS EMERGING MRKTS,,,6722,,,,,,,,,,,,67
33127,2019,FUSE MEDICAL INC,-3.418,21.0666,5047,0.015,-3.316,-3.316,0.107,18.381,0,1.902,-1.222,0,-1.222,22.9,50
33131,2019,BRIDGEWATER BANCSHARES,48.898,399.2617,6020,15.572,31.403,31.403,1.199,2268.83,162.233,12,244.794,,407.027,107.604,60
33131,2019,BRIDGEWATER BANCSHARES,,399.2617,6020,,,,1.199,2268.83,162.233,12,244.794,,407.027,,60
33133,2019,ARCUS BIOSCIENCES INC,-88.709,463.8425,2836,1.925,-84.71,-84.71,3.578,203.11,0,0,163.842,78.481,163.842,15,28
33134,2019,WEST COAST VENTURES GROUP CO,-1.786,0.5511,5812,0.036,-5.293,-5.293,0.108,2.296,1.243,2.053,-5.702,0,-4.459,3.635,58
33136,2019,AIXIN LIFE INTERNATIONAL INC,0.761,680.398,5122,0.058,1.894,1.894,0.079,6.061,0.068,0.146,5.066,,5.134,3.418,51
33137,2019,TIBERIUS ACQU CORP,-1.361,226.4115,9995,0,1.937,1.937,0,179.604,2.225,0,169.588,,171.813,0,99
33138,2019,OPES ACQUISITION CORP,-0.84,129.6138,9995,0,1.162,1.162,0,94.689,1.351,0,92.952,,94.303,0,99
33141,2019,BRISTOL GATE CNCNTRTD CAN EQ,,,6722,,,,,,,,,,,,67
33142,2019,BRISTOL GATE CNCNTRTD US EQ,,,6722,,,,,,,,,,,,67
33145,2019,FRST TRST NSDQ ARTFCL INT RB,,,6722,,,,,,,,,,,,67
33149,2019,VOLSHARES LARGE CAP,,,6722,,,,,,,,,,,,67
33152,2019,DROPBOX INC,-79.5,7468.47,7370,136.1,-52.7,-52.7,173.5,2699.2,850.1,156.6,808.4,662.1,1658.5,1661.3,73
33155,2019,ENOCHIAN BIOSCIENCES INC,-10.989,203.733,2836,0.717,-18.016,-18.016,0.072,179.877,0,0,173.1,2.497,173.1,0,28
33161,2019,SUNLANDS TECH GRP -ADS,-66.024,,8200,3.555,-56.702,-56.752,5.346,569.97,116.239,10.447,-106.01,14.608,10.198,315.08,82
33172,2019,PICKENS MRNGSTR RNWBL EN RES,,,6722,,,,,,,,,,,,67
33173,2019,EXPERION HOLDINGS LTD,-6.183,11.0523,2834,2.47,-16.154,-16.154,0.276,17.127,0,0,16.068,,16.068,1.415,28
33175,2019,SPOTIFY TECHNOLOGY SA,-51.621,27567.4488,7370,151.495,-208.726,-208.726,97.63,5747.82,697.998,7.855,2285.886,690.142,2983.884,7590.444,73
33177,2019,META GROWTH CORP,-16.723,83.2009,8011,12.015,-26.759,-32.077,3.389,61.508,16.88,9,27.761,,44.546,54.102,80
33179,2019,DAVIS SELECT INTRNTNL ETF,,,6722,,,,,,,,,,,,67
33183,2019,COSMOS GROUP HOLDINGS INC,-0.679,193.6176,4731,0,-0.684,-0.668,0.018,0.172,0,0.008,-0.39,,-0.39,0.671,47
33184,2019,RAFAEL HOLDINGS INC,-6.696,288.351,6512,0.399,-4.693,-4.924,1.779,142.143,14.946,0,110.981,1.027,139.71,4.931,65
33185,2019,UNUM THERAPEUTICS INC,-32.178,22.0835,2836,0.033,-31.833,-31.833,1.293,49.423,4.413,1.619,31.762,43.709,36.175,22.499,28
33186,2019,BILIBILI INC -ADS,-214.732,,7372,42.517,-185.117,-187.214,157.604,2228.431,518.097,13.773,1012.851,128.452,1614.816,973.419,73
33187,2019,ONESMRT IN ED GR -ADS,31.943,,8200,39.691,34.296,23.231,24.583,848.629,188.1,44.965,152.682,,349.884,558.236,82
33198,2019,BMO CORPORATE BOND INDEX ETF,,,6722,,,,,,,,,,,,67
33199,2019,BMO SHORT TERM BOND INDX ETF,,,6722,,,,,,,,,,,,67
33203,2019,BMO GOVERNMENT BND INDX ETF,,,6722,,,,,,,,,,,,67
33204,2019,BMO ERP HGH DVDN CVRD CL ETF,,,6722,,,,,,,,,,,,67
33205,2019,BMO US HG DVDN CV HDG CD ETF,,,6722,,,,,,,,,,,,67
33225,2019,TRIDENT ACQUISTNS CORP,-1.1,139.5211,9995,0,2.533,2.533,0,74.536,0,0.18,68.486,,68.486,0,99
33227,2019,HLS THERAPEUTICS INC,-4.628,,5122,0.199,-19.552,-19.552,32.51,319.671,91.814,15.032,178.199,,270.013,54.16,51
33232,2019,ZUORA INC,-86.483,1688.6095,7370,21.424,-83.394,-83.394,11.276,402.227,68.401,10.187,164.659,74.398,233.06,274.757,73
33233,2019,RED VIOLET INC,-9.012,213.8831,7370,0.09,-11.076,-11.076,2.889,48.871,2.459,0.491,42.084,,44.543,30.286,73
33240,2019,HOMOLOGY MEDICINES INC,-109.943,933.9219,2836,21.833,-103.916,-103.916,6.318,310.567,0,0,258.507,89.398,258.507,1.666,28
33242,2019,GREENTREE HPTY GP -ADS,76.069,,7011,30.638,63.581,62.871,5.797,548.108,0,8.617,267.294,0,289.783,156.799,70
33243,2019,WYNDHAM HOTELS & RESRTS,489,5891.578,7011,50,157,157,109,4533,2125,26,1212,0,3337,2073,70
33251,2019,BREAKWAVE DRY BLK SHPPNG ETF,,,6722,,,,,,,,,,,,67
33252,2019,ISHRS IBND DC 2024 TR MN BND,,,6722,,,,,,,,,,,,67
33254,2019,IQIYI INC -ADR,-1329.577,,7370,106.299,-1482.819,-1475.906,2023.991,6432.936,1951.777,500.802,1374.553,383.045,3346.999,4163.959,73
33256,2019,ISHARES ELVD U.S. TCNL ETF,,,6722,,,,,,,,,,,,67
33257,2019,FRST TRS IND IN TRN & PR ETF,,,6022,,,,,,,,,,,,60
33259,2019,ISHR ELV U.S. HLTC STPL ETF,,,6722,,,,,,,,,,,,67
33260,2019,ISHRS EVLVD US CNSM STPL ETF,,,6722,,,,,,,,,,,,67
33261,2019,ISHRS EVL U.S. MD & ENT ETF,,,6722,,,,,,,,,,,,67
33263,2019,ISHARS EVLVD U.S. FNCL ETF,,,6722,,,,,,,,,,,,67
33264,2019,ISHARS EVL U.S. INVT ETF,,,6722,,,,,,,,,,,,67
33271,2019,CBOE VST S&P 500 DVD ART ETF,,,6722,,,,,,,,,,,,67
33272,2019,LEVEL ONE BANCORP INC,28.7,194.1094,6020,2.019,16.111,16.111,1.469,1584.899,190.814,65.851,170.703,,361.517,84.659,60
33272,2019,LEVEL ONE BANCORP INC,,194.1094,6020,,,,1.469,1584.899,190.814,65.851,170.703,,361.517,,60
33274,2019,SURFACE ONCOLOGY INC,-57.366,52.4388,2836,1.538,-54.789,-54.789,1.785,131.693,22.077,2.962,56.666,52.118,78.743,15.36,28
33275,2019,SMARTSHEET INC,-103.226,5730.0451,7370,11.852,-95.94,-95.94,13.449,797.714,49.577,15.485,514.06,95.469,563.637,270.882,73
33278,2019,DYNAMIC ACTV INVT GR FLT ETF,,,6722,,,,,,,,,,,,67
33279,2019,INFRASTRUCTR & ENRGY ALT INC,46.913,65.8393,1600,6.764,6.231,6.231,48.22,824.921,422.26,34.757,-91.62,,330.64,1459.763,16
33280,2019,ALEAFIA HEALTH INC,-23.983,166.7364,8090,16.077,-39.607,-39.607,6.432,462.357,51.709,0.507,384.515,,436.224,16.351,80
33285,2019,TROILUS GOLD CORP,-23.834,50.89,1040,1.067,-19.649,-19.649,0.278,13.127,0.015,0.532,7.407,,7.422,0,10
33290,2019,PURPOSE STRTGC YLD FUND ETF,,,6722,,,,,,,,,,,,67
33292,2019,PURPOSE MLTASST INCME FD ETF,,,6722,,,,,,,,,,,,67
33293,2019,PURPOSE GLBL INVTS FD ETF,,,6722,,,,,,,,,,,,67
33298,2019,LHA MRKT STT U.S. TCTCL ETF,,,6722,,,,,,,,,,,,67
33301,2019,DOCUSIGN INC,-193.509,14230.2515,7370,72.046,-208.359,-208.359,50.217,1891.138,627.753,20.728,546.327,185.552,1174.08,973.971,73
33306,2019,ISHARES US INFRASTRUCTURE,,,6722,,,,,,,,,,,,67
33307,2019,ISHRS BLMBRG RL SLT CMDT ETF,,,6722,,,,,,,,,,,,67
33308,2019,XTRCKRS RSSL 1000 US QA ETF,,,6722,,,,,,,,,,,,67
33309,2019,PGIM ETF TRUST,,,6722,,,,,,,,,,,,67
33316,2019,SPRT OF TXS BNCSR INC,39.677,419.934,6020,7.229,21.136,21.136,6.865,2384.622,86.886,18.254,345.705,,432.591,109.827,60
33316,2019,SPRT OF TXS BNCSR INC,,419.934,6020,,,,6.865,2384.622,86.886,18.254,345.705,,432.591,,60
33317,2019,UNTY BIOTCHNLGY INC,-91.003,340.5067,2836,1.586,-82.177,-82.177,2.663,151.221,0,0,120.707,70.957,120.707,0,28
33318,2019,VANECK VECTORS RA ALLOC  ETF,,,6722,,,,,,,,,,,,67
33320,2019,PACER FUNDS TRUST,,,6722,,,,,,,,,,,,67
33324,2019,PURE ACQUISITION CORP,-3.224,499.3777,9995,0,3.785,3.785,0,392.242,0,4.193,386.03,,386.03,0,99
33325,2019,ISHARES ESG AWRE MSC USA SM,,,6722,,,,,,,,,,,,67
33326,2019,CHAMPIONX CORP,127.315,2616.5988,3533,39.78,52.164,52.96,119.938,1922.825,579.24,12.465,1032.96,12.9,1615.454,1131.251,35
33330,2019,VIRTUS GLVSTA EMRNG MRKT ETF,,,6722,,,,,,,,,,,,67
33331,2019,FRANKLIN FTSE TAIWAN ETF,,,6722,,,,,,,,,,,,67
33332,2019,FRANKLIN FTSE FRANCE ETF,,,6722,,,,,,,,,,,,67
33333,2019,FRANKLIN FTSE BRAZIL ETF,,,6722,,,,,,,,,,,,67
33334,2019,FRANKLIN FTSE AUSTRALIA ETF,,,6722,,,,,,,,,,,,67
33335,2019,JPMORGAN US MOMNTM FCTR ETF,,,6722,,,,,,,,,,,,67
33337,2019,OWL ROCK CAP CORP,635.351,7015.2057,6797,0,498.001,498.001,0,9203.619,3038.232,0,5977.283,,9015.515,718.019,67
33338,2019,FRANKLIN FTSE EUROPE ETF,,,6722,,,,,,,,,,,,67
33344,2019,AM RESOURES CORP,-0.962,4.004,1220,0.381,-1.281,-1.272,0.054,3.844,0.033,0.973,1.816,,2.139,1.023,12
33345,2019,FRANKLIN FTSE CANADA ETF,,,6722,,,,,,,,,,,,67
33346,2019,JPMORGAN U.S. DIVIDEND ETF,,,6722,,,,,,,,,,,,67
33347,2019,U.S DIVERFD REAL ESTATE ETF,,,6722,,,,,,,,,,,,67
33348,2019,NAT MAX DIVERS EMRG MRK ETF,,,6722,,,,,,,,,,,,67
33350,2019,GLOBL X ELTRC VHCS & AM ETF,,,6722,,,,,,,,,,,,67
33353,2019,FRANKLIN FTSE EUROPE HGD ETF,,,6722,,,,,,,,,,,,67
33354,2019,FRANKLIN FTSE JAPAN ETF,,,6722,,,,,,,,,,,,67
33355,2019,FRANKLIN FTSE ITALY ETF,,,6722,,,,,,,,,,,,67
33356,2019,FRANKLIN FTSE HONG KONG ETF,,,6722,,,,,,,,,,,,67
33357,2019,FRANKLIN FTSE GERMANY ETF,,,6722,,,,,,,,,,,,67
